model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,kdiff,method,vocab_size,watermark_method
facebook/opt-125m,0.9533379779160902,0.9821958456973294,0.6813102208707195,0.9930071674832154,0.991,0.991,0.991,0.9920131700680273,0.9975631852741096,0.9198202160864346,0.9989494757903161,0.9909885778311325,0.9975566226490595,0.9094054261704682,0.9989482032813126,0.006305990400505834,0.002992905595601769,0.011281025649077701,0.0,0.0,1.0,0.0,Oracle,50272,gumbel
facebook/opt-125m,0.9499557468793719,0.9831095821446552,0.6635982512586767,0.9930003493013972,0.9958333333333332,0.988,0.9919012013778039,0.9875675998399359,0.9976979591836734,0.9104499799919968,0.9989164945978392,0.9864928995598238,0.9976918767507003,0.8994323649459783,0.9989161584633853,0.00036595752477296627,0.0002968895816593431,0.0004298104231565958,0.025,0.04,0.935,0.39370039370059057,WISER,50272,gumbel
facebook/opt-125m,0.825256028101411,0.884443262794802,0.5340399822143346,0.9790862565594906,0.5277777777777777,0.95,0.6785714285714285,0.9532392909163664,0.9690232893157262,0.8618559023609443,0.9923920688275311,0.9475725138055222,0.9673603841536615,0.8461643137254902,0.9923567827130853,0.009310718065607944,0.006306904574012151,0.058339534370679756,1.0,0.0,0.0,4.0,Kadane,50272,gumbel
facebook/opt-125m,0.8269992445719434,0.8871674975074776,0.23875,0.9610278414755733,0.34300422273368414,0.9530000000000001,0.5044474678881847,0.9568390204081632,0.9846332132853142,0.6681102841136455,0.9954988235294118,0.9534784425770308,0.9838741896758704,0.6432791516606642,0.9953948779511805,0.0528921404605353,0.05066126250094385,0.05718111354253779,0.98,0.015,0.005,15.549437288853897,Aligator,50272,gumbel
facebook/opt-125m,0.45670377626890735,0.4296132324909303,0.04675914989995554,0.9323353293413174,0.8400297619047619,0.9259999999999999,0.8809223675651262,0.9642060984393757,0.9797667867146859,0.8497835454181673,0.9916821368547419,0.9366957839135656,0.9474312925170069,0.8040136294517808,0.9907046338535413,1.1813848820555721,1.136042219135561,1.2524603753339763,0.59,0.095,0.315,1.120267825120404,SeedBS,50272,gumbel
facebook/opt-125m,0.5022062849383354,0.509098195461647,0.23695561523941047,0.6409243177864753,0.8195238095238093,0.76,0.788640337654507,0.8878189963985593,0.915602080832333,0.46641795918367346,0.95353443777511,0.8759233549419767,0.903852581032413,0.43539792717086834,0.9473279871948779,0.009928459570000997,0.006750178782021976,0.012930357671575621,0.29,0.4,0.31,1.2727922061357855,WaterSeeker,50272,gumbel
google/gemma-3-270m,0.942924681736786,0.9773286838034683,0.5049683830171635,0.9930143199656465,0.991,0.991,0.991,0.9912362657062826,0.9966242496998801,0.9360089635854342,0.9989954381752701,0.9904263737494997,0.9966026410564226,0.9277438975590236,0.9989941576630653,0.005926674789370736,0.0028421132228686474,0.008491993106872542,0.0,0.0,1.0,0.0,Oracle,262144,gumbel
google/gemma-3-270m,0.937641432241561,0.9790626242544731,0.396,0.9930003493013972,0.995,0.981,0.9879504048582995,0.9876672637054821,0.9969118847539016,0.8808371348539416,0.9989970148059224,0.9865864921968788,0.9968952380952381,0.8665827931172468,0.9989957503001201,0.0003789826944557717,0.00023538196801382584,0.0004636097753973445,0.03,0.045,0.925,0.4847679857416329,WISER,262144,gumbel
google/gemma-3-270m,0.7890452133328687,0.8121585507737543,0.3794238683127572,0.9783835557468791,0.5172222222222221,0.931,0.6649999999999998,0.9458972100840336,0.9612813125250099,0.859385818327331,0.9868330212084834,0.9390189195678272,0.9567823929571829,0.8442626010404162,0.986618743497399,0.009554574150024564,0.006422379815921886,0.05187387572768785,1.0,0.0,0.0,4.0,Kadane,262144,gumbel
google/gemma-3-270m,0.6494352958068508,0.695,0.0,0.91415,0.15206334616263104,0.945,0.2619718590112917,0.9306182488995599,0.968218487394958,0.11164465786314526,0.9889850980392156,0.9233674221688676,0.9642649059623849,0.07579031612645058,0.9887012725090036,0.05644304932466184,0.05368384375396999,0.06013838267426763,0.96,0.04,0.0,36.8028531502654,Aligator,262144,gumbel
