model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,kdiff,method,vocab_size,watermark_method
facebook/opt-125m,0.9512589239735888,0.9661016949152542,0.8332025827280065,0.9885730519480519,1.0,1.0,1.0,0.9871480561122244,0.9905090180360722,0.9557152304609218,0.996809619238477,0.9865512625250503,0.9904448897795591,0.9534795591182366,0.996809619238477,0.00023584523965837435,0.00021120491073816082,0.0002712952064030105,0.0,0.0,1.0,0.0,Oracle,50272,gumbel
facebook/opt-125m,0.9337124892250184,0.954920634920635,0.8064292114695341,0.9885714285714285,1.0,0.995,0.9974937343358395,0.9800125851703407,0.9866973947895792,0.9417759519038077,0.9966220440881763,0.9790973146292586,0.9865691382765531,0.9352797595190381,0.9966220440881763,0.00015651622466975824,0.0001272486482776003,0.00020541947051242463,0.0,0.01,0.99,0.1,WISER,50272,gumbel
facebook/opt-125m,0.6078367087384396,0.546448087431694,0.4401433281436029,0.9657142857142857,0.43666666666666665,0.655,0.5239999999999999,0.8463720641282565,0.8404649298597194,0.722897995991984,0.9815729458917836,0.8289525450901805,0.8179959919839679,0.7005168336673346,0.9813304609218436,0.0005214231144054793,0.0005045339934440562,0.0005641322775773005,1.0,0.0,0.0,1.0,Kadane,50272,gumbel
facebook/opt-125m,0.7451709587673534,0.7937909018355946,0.2857142857142857,0.9485930979133227,0.40994788470268007,0.985,0.5789444478324804,0.9398940280561122,0.9499879759519039,0.8524951903807616,0.9855799599198396,0.9330593186372745,0.9475591182364729,0.8125841683366735,0.9854066132264528,0.010109537099706358,0.009814043419464725,0.011022391683945898,0.945,0.015,0.04,6.099590150165829,Aligator,50272,gumbel
facebook/opt-125m,0.5004944263655862,0.5057142857142858,0.0,0.9485714285714286,0.76,0.63,0.6889208633093524,0.8437991182364729,0.8930901803607214,0.5184470941883769,0.9860414829659319,0.8114643687374749,0.8656713426853707,0.4565232464929861,0.9858200400801603,0.0784392493753694,0.07555920690210768,0.08179701842891518,0.0,0.335,0.665,0.6403124237432849,SeedBS,50272,gumbel
facebook/opt-125m,0.6717649018786693,0.7139754878629224,0.38066259037071215,0.9323533612645211,1.0,0.8025,0.8904299583911235,0.8635315831663327,0.9268336673346693,0.7046128256513026,0.9816707414829658,0.8504242885771544,0.9205811623246494,0.6638198396793588,0.981376753507014,0.001623644364954089,0.0009322131572844228,0.002483241350273602,0.0,0.395,0.605,0.6284902544988268,WaterSeeker,50272,gumbel
google/gemma-3-270m,0.9163415820716507,0.950684561340299,0.14224137931034483,0.9886363636363636,0.98,0.98,0.98,0.9761354308617234,0.9864529058116233,0.7541563126252505,0.996809619238477,0.9738635270541082,0.9863246492985972,0.7000400801603206,0.996809619238477,0.00025268476943892895,0.0002226496857474558,0.0002958611246867804,0.0,0.0,1.0,0.0,Oracle,262144,gumbel
google/gemma-3-270m,0.9025512517064638,0.9456521739130435,0.0,0.9886363636363636,0.965,0.96,0.9624935064935065,0.9532167134268537,0.9854228456913827,0.20340681362725455,0.9968148296593187,0.9502556713426854,0.9852625250501001,0.14148296593186377,0.9968148296593187,0.0001494060648838058,4.543229879345745e-05,0.0001871478987595765,0.0,0.045,0.955,0.3872983346207417,WISER,262144,gumbel
google/gemma-3-270m,0.5693651355419517,0.5380434782608695,0.0,0.9491596838697391,0.4116666666666666,0.6175,0.49399999999999994,0.8442355110220441,0.8484448897795591,0.6871743486973948,0.9770907815631263,0.8245671342685371,0.8260480961923847,0.624184368737475,0.9770751503006012,0.0005305126951861893,0.0005007691572245677,0.0005645691475365312,1.0,0.0,0.0,1.0,Kadane,262144,gumbel
google/gemma-3-270m,0.5393223915269313,0.5885714285714285,0.0,0.8684285714285715,0.25182741057756197,0.92,0.39541866940485304,0.8807286573146292,0.9216472945891784,0.20340681362725455,0.9681324649298597,0.8628316633266533,0.9090380761523047,0.14148296593186377,0.967123246492986,0.010081288764849887,0.009788459375340609,0.010583518755447585,0.945,0.04,0.015,8.397023282092292,Aligator,262144,gumbel
