model_name,iou,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,method,vocab_size,output_tokens,ar_coeff,data_gen_type,gap
simulation,0.99,0.99,0.99,1.0,1.0,1.0,0.9983643643643642,0.9983643643643644,0.9983643643643644,0.9983643643643642,0.9983643643643644,0.9983643643643644,0.0001796727513943,0.0001487447753333,0.0002885079998804,0.0,0.0,1.0,WISER,1000,1000,1.0,gumbel,170
simulation,0.9299683806713696,0.9063444108761328,0.9433962264150944,1.0,1.0,1.0,0.98779545985986,0.9833373373373372,0.9902782782782784,0.9876208324324324,0.983013013013013,0.9901701701701702,0.0236988903149956,0.0221189267001591,0.0255873180506114,0.0,0.0,1.0,Aligator,1000,1000,1.0,gumbel,170
simulation,0.8177467088773026,0.1410459587955626,0.9801980198019802,0.8995166666666667,0.9747333333333332,0.9356157171016556,0.9879235087087088,0.9751711711711712,0.9967387387387387,0.9805319615615616,0.9124224224224224,0.9967387387387387,0.2455716465702069,0.237051139275627,0.2598441608249686,0.3216,0.0,0.6784,SeedBS_NOT,1000,1000,1.0,gumbel,170
simulation,0.9493670886075948,0.9493670886075948,0.9493670886075948,1.0,1.0,1.0,0.9913273273273272,0.9913273273273272,0.9913273273273272,0.9912572572572572,0.9912572572572572,0.9912572572572572,0.0070971149366043,0.0066076503250315,0.0081527875005804,0.0,0.0,1.0,Waterseeker,1000,1000,1.0,gumbel,170
simulation,0.99,0.99,0.99,1.0,1.0,1.0,0.9983443443443444,0.9983443443443444,0.9983443443443444,0.9983443443443444,0.9983443443443444,0.9983443443443444,0.0001833446560038,0.0001422489749529,0.0003174600251441,0.0,0.0,1.0,WISER,1000,1000,1.0,gumbel,180
simulation,0.9170421316246596,0.8955223880597015,0.9375,0.99015,1.0,0.9950506243247996,0.9851431787787788,0.9809729729729728,0.9890310310310312,0.98490122002002,0.9805805805805804,0.988914914914915,0.0235139970946018,0.0216462527502471,0.0258741100249608,0.0394,0.0,0.9606,Aligator,1000,1000,1.0,gumbel,180
simulation,0.8371334876717365,0.1967495516622983,0.9801980198019802,0.8896066666666665,0.9822666666666666,0.93364327548279,0.9893126822822822,0.9790072072072072,0.9966986986986986,0.9822222822822824,0.910467017017017,0.9966986986986986,0.246035263331787,0.2373734833251546,0.2609646544747875,0.3856,0.0,0.6144,SeedBS_NOT,1000,1000,1.0,gumbel,180
simulation,0.9493670886075948,0.9493670886075948,0.9493670886075948,1.0,1.0,1.0,0.9912092092092094,0.9912092092092092,0.9912092092092092,0.991131131131131,0.9911311311311312,0.9911311311311312,0.007145845409011,0.0066531538249819,0.0082668861246247,0.0,0.0,1.0,Waterseeker,1000,1000,1.0,gumbel,180
simulation,0.9933333333333332,0.9933333333333332,0.9933333333333332,1.0,1.0,1.0,0.9989029029029028,0.998902902902903,0.998902902902903,0.9989029029029028,0.998902902902903,0.998902902902903,0.0001750981033948,0.0001322079997407,0.000304296149784,0.0,0.0,1.0,WISER,1000,1000,1.0,gumbel,190
simulation,0.9398043530767164,0.9230769230769232,0.9523809523809524,1.0,1.0,1.0,0.989333676076076,0.9861461461461462,0.9916616616616616,0.989224327927928,0.98595995995996,0.9915995995995996,0.0231481578248041,0.0209697385245135,0.0253342277249885,0.0,0.0,1.0,Aligator,1000,1000,1.0,gumbel,190
