model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,kdiff,vocab_size,output_tokens,seed,d
simulation 2B,0.9993737544249014,0.9993898718730934,0.998780487804878,1.0,1.0,1.0,1.0,0.9996491016578904,0.9996581435057997,0.9993165254884004,1.0,0.9996490990942649,0.9996581435057997,0.9993165254884004,1.0,0.00017024223047519627,0.00014354199993249495,0.00021980865026307575,0.0,0.0,1.0,0.0,1000,4096,1234,5.0
simulation 2B,0.970285578581706,0.9807257138392456,0.8713274616422814,0.9993896856881294,0.29754761904761906,1.0,0.45863075031653117,0.8880203032541909,0.881236763172804,0.8521282380003586,0.9650370200465355,0.8877106945516134,0.8811646476506226,0.8508208882021331,0.9650362041083582,0.0006662994935186362,0.00030879029955031,0.0010763812496861647,0.977,0.0,0.023,3.154996038032378,1000,8192,1234,0.5
simulation 2B,0.9979473306010422,0.9984765386959171,0.9924195332784801,1.0,1.0,1.0,1.0,0.9988495312237706,0.999146059222775,0.9957418883971833,1.0,0.9988484012499905,0.9991458803870101,0.9957340218589763,1.0,0.00021025453047059271,0.00018904094899880876,0.00024512605018571775,0.0,0.0,1.0,0.0,1000,8192,1234,1.0
simulation 2B,0.9990752524556265,0.9993896856881294,0.9966452675094737,1.0,1.0,1.0,1.0,0.9994819692416791,0.9996582448533451,0.9981224159722275,1.0,0.9994817798397012,0.9996582150473843,0.9981207766443829,1.0,0.0002621545605352367,0.00019278885024505145,0.0004225051993671513,0.0,0.0,1.0,0.0,1000,8192,1234,1.5
simulation 2B,0.9993865886745161,0.9996948428440647,0.997867803837953,1.0,1.0,1.0,1.0,0.9996563805948172,0.9998290926207117,0.9988049001953363,1.0,0.9996563133376667,0.9998290926207117,0.9988043927488535,1.0,0.000212256148482993,0.00019066287495661527,0.00024888334964998646,0.0,0.0,1.0,0.0,1000,8192,1234,2.0
simulation 2B,0.9995439537859118,0.9996948428440647,0.9984765386959171,1.0,1.0,1.0,1.0,0.9997445582810257,0.9998290926207117,0.999146204526834,1.0,0.9997445333185335,0.9998290926207117,0.9991459094478219,1.0,0.00023046738953235035,0.00019291497396807246,0.00029277362541506557,0.0,0.0,1.0,0.0,1000,8192,1234,2.5
simulation 2B,0.9996164908892459,0.9996948428440647,0.9990845285321941,1.0,1.0,1.0,1.0,0.9997851986191731,0.9998290926207117,0.9994874268919394,1.0,0.9997851892601014,0.9998290926207117,0.9994873672800177,1.0,0.00021256104900385254,0.00019120280062452367,0.00024700414996914333,0.0,0.0,1.0,0.0,1000,8192,1234,3.0
simulation 2B,0.9996562741043986,0.9996948428440647,0.9990853658536586,1.0,1.0,1.0,1.0,0.9998074860710782,0.9998290926207117,0.9994874566979002,1.0,0.999807482434751,0.9998290926207117,0.9994874268919394,1.0,0.00025160664452232595,0.00019383195053706003,0.00028295032570895256,0.0,0.0,1.0,0.0,1000,8192,1234,3.5
simulation 2B,0.9996733521586243,0.9996948428440647,0.9993896856881294,1.0,1.0,1.0,1.0,0.9998170521004616,0.9998290926207117,0.9996582448533451,1.0,0.99981705019288,0.9998290926207117,0.9996582150473843,1.0,0.0002131994584997301,0.00019195587451577013,0.0002492583506864321,0.0,0.0,1.0,0.0,1000,8192,1234,4.0
simulation 2B,0.999683415783737,0.9996948428440647,0.9993898718730934,1.0,1.0,1.0,1.0,0.9998226891677029,0.9998290926207117,0.9996582448533451,1.0,0.9998226880797854,0.9998290926207117,0.9996582150473843,1.0,0.00024509968898837545,0.0001917479244639253,0.0002790576003462774,0.0,0.0,1.0,0.0,1000,8192,1234,4.5
simulation 2B,0.9996905818116596,0.9996948428440647,0.9993898718730934,1.0,1.0,1.0,1.0,0.9998267034643108,0.9998290926207117,0.9996582448533451,1.0,0.9998267028979975,0.9998290926207117,0.9996582448533451,1.0,0.00021106303451233542,0.00019033092444260548,0.00024371842519030901,0.0,0.0,1.0,0.0,1000,8192,1234,5.0
