model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,kdiff,vocab_size,output_tokens,seed,d
simulation 2B,0.9966538788770949,0.9975550122249389,0.9901626153101118,1.0,1.0,1.0,1.0,0.9981250544125733,0.9986330034213099,0.994506477960044,1.0,0.9981228788642472,0.9986330034213099,0.9944948317601418,1.0,0.00011413763198652305,7.424999967042822e-05,0.00023654415003875328,0.0,0.0,1.0,0.0,1000,1024,1234,3.0
simulation 2B,0.9970004455175124,0.9975550122249389,0.9903147699757869,1.0,1.0,1.0,1.0,0.998319829469086,0.9986330034213099,0.9945549242424242,1.0,0.9983182161840175,0.9986330034213099,0.994549196603128,1.0,0.00011332274344295001,7.16229247245792e-05,0.0002320544989743211,0.0,0.0,1.0,0.0,1000,1024,1234,3.5
simulation 2B,0.9971659375019153,0.9975550122249389,0.9927007299270073,1.0,1.0,1.0,1.0,0.9984128606503541,0.9986330034213099,0.9959104655425219,1.0,0.998411463106366,0.9986330034213099,0.9959085563294232,1.0,0.00011481813402588159,7.462187568307854e-05,0.00023412605009980324,0.0,0.0,1.0,0.0,1000,1024,1234,4.0
simulation 2B,0.9972504724788481,0.9975550122249389,0.9951100244498777,1.0,1.0,1.0,1.0,0.9984603933742667,0.9986330034213099,0.9972698252688172,1.0,0.9984590970185726,0.9986330034213099,0.9972679160557185,1.0,0.00011769010303487449,7.224895075523819e-05,0.00023829199926694855,0.0,0.0,1.0,0.0,1000,1024,1234,4.5
simulation 2B,0.9973096350402846,0.9975550122249389,0.9951219512195122,1.0,1.0,1.0,1.0,0.9984936728677907,0.9986330034213099,0.9972698252688172,1.0,0.9984924481075879,0.9986330034213099,0.9972698252688172,1.0,0.00011285791151385639,7.458397567461361e-05,0.00022913124848855657,0.0,0.0,1.0,0.0,1000,1024,1234,5.0
simulation 2B,0.4321832222259199,0.4371184371184371,0.0,0.8449375725900116,0.5651083333333333,0.9385,0.7054419147273504,0.7625307414432706,0.7803745763617489,0.3396581697300928,0.8842554939393014,0.7040751559542165,0.736039020517831,0.179853520395701,0.8616186726192294,0.00019375153599048643,5.378887549341016e-05,0.0004335124994213401,0.6555,0.0615,0.283,1.3023056476879764,1000,2048,1234,0.5
simulation 2B,0.9924150022400197,0.9951159951159951,0.9715093921499616,1.0,0.99475,1.0,0.9973680912395038,0.9950480996389534,0.9972702048729849,0.981194349772533,1.0,0.9950320991847825,0.9972682965925745,0.9810434882793416,1.0,0.0001479137804808488,0.00010537397520238301,0.0002742750000834347,0.0105,0.0,0.9895,0.10246950765959599,1000,2048,1234,1.0
simulation 2B,0.996153641034062,0.9975579975579976,0.9855421686746988,1.0,1.0,1.0,1.0,0.9978430484684141,0.9986336712261846,0.9918592757694187,1.0,0.9978394952502899,0.998633194156082,0.9918330369137762,1.0,0.00014562143750117685,0.0001006649754344835,0.0002603465494757983,0.0,0.0,1.0,0.0,1000,2048,1234,1.5
simulation 2B,0.9975321526413173,0.9987789987789988,0.9915151515151515,1.0,1.0,1.0,1.0,0.9986164144078987,0.9993163585429897,0.995232161394724,1.0,0.9986149743717939,0.9993163585429897,0.9952245282730825,1.0,0.0001458271339888597,0.00010687394892556767,0.0002677340510217617,0.0,0.0,1.0,0.0,1000,2048,1234,2.0
simulation 2B,0.9981194312225382,0.9987789987789988,0.9939246658566221,1.0,1.0,1.0,1.0,0.9989459288745725,0.9993163585429897,0.9965913341170005,1.0,0.9989451708101793,0.9993163585429897,0.9965870285593246,1.0,0.00014843130049121102,0.00010274687519995496,0.000276843350047784,0.0,0.0,1.0,0.0,1000,2048,1234,2.5
