model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,kdiff,vocab_size,output_tokens,watermark_type,seed,gap,gap_prop
simulation 3,0.9223563649673797,0.9254185692541856,0.8949771689497716,0.9345509893455098,1.0,0.3606666666666666,0.5301322880940715,0.9289899347749756,0.9258284799401564,0.9219568413760991,0.9721200589849475,0.9285670080739344,0.9253955388220567,0.9214027005984368,0.9719158968345445,0.00015410773599433013,0.00010616600047796965,0.00029501835324481196,0.0,1.0,0.0,1.9375241933973366,1000,2048,gumbel,1234,21,0.40000000000000013
simulation 3,0.910566561317522,0.9039881831610044,0.8746130030959752,0.9383982621513448,1.0,0.49366666666666664,0.6610131667038607,0.9440010142510382,0.9208073171104054,0.9171960157013312,0.9724888938080116,0.9433654285425318,0.9199047004763068,0.916200883247588,0.9722454926416707,0.00017674084949794632,0.00010737397406046512,0.0003560448004463976,0.0,0.995,0.005,1.602186006679624,1000,2048,gumbel,1234,31,0.4500000000000001
simulation 3,0.9089487211187008,0.9166666666666666,0.8552998065764024,0.9290030211480362,0.9998333333333334,0.662,0.7965776752582489,0.9665678756259161,0.9686615034959697,0.9121236871030777,0.9711491974726735,0.9659827229062347,0.9681765617366878,0.9102125442721055,0.9706406049630556,0.00020526206153954264,0.00015049167495817528,0.0003924714767890691,0.0,0.984,0.016,1.035615758860399,1000,2048,gumbel,1234,45,0.5000000000000001
simulation 3,0.9568118143398788,0.9612590546667361,0.8812316715542522,0.983739837398374,0.999875,0.9878333333333332,0.9938176920658212,0.9929566328964644,0.9943219116389839,0.9644527194904128,0.9980364033112482,0.9928463559954355,0.9942773055843918,0.9633675996885687,0.9980264444728566,0.000266616514956695,0.00019594647574194823,0.0005003003256206284,0.0005,0.0365,0.963,0.19235384061671346,1000,2048,gumbel,1234,66,0.5500000000000002
simulation 3,0.9550537760294696,0.9578606158833063,0.9056910569105691,0.9886178861788618,1.0,0.9986666666666667,0.9993328885923949,0.9942313222284136,0.9950074613764044,0.9873478027105215,0.9983643651532731,0.994121512379015,0.9949361393960674,0.9870326859810088,0.9983587357260625,0.00027022656548615485,0.0002037479231148609,0.0005064799000138008,0.0,0.004,0.996,0.06324555320336758,1000,2048,gumbel,1234,97,0.6000000000000002
simulation 3,0.951898939123407,0.9544715447154472,0.9035485339301293,0.9869918699186991,1.0,1.0,1.0,0.9930712294287372,0.9935278284532243,0.9866719971299462,0.9980426648563446,0.9929372800706827,0.9934164325842696,0.9862021427126587,0.9980328133587262,0.0002635718120236561,0.0002007089720791555,0.0004942520981785492,0.0,0.0,1.0,0.0,1000,2048,gumbel,1234,142,0.6500000000000001
simulation 3,0.9593585090747354,0.964516129032258,0.9062966942191968,0.9886363636363636,1.0,1.0,1.0,0.9936176924787036,0.9947565225024426,0.9849903250183195,0.9983407501831949,0.9935220074823674,0.994700228230337,0.9844580340513557,0.9983374106924768,0.0002671621089666587,0.00020170592551949085,0.0005046485507591566,0.0,0.0,1.0,0.0,1000,2048,gumbel,1234,208,0.7000000000000002
simulation 3,0.9739946957968355,0.9773095623987034,0.9405120747057697,0.9886363636363636,1.0,1.0,1.0,0.9956975692801202,0.9962187423668784,0.990431798535204,0.9981007839215926,0.9956661888014471,0.9962041917287494,0.9903250421729971,0.9980979334277296,0.00026837041747967304,0.0002017089759647206,0.0004941076748764314,0.0,0.0,1.0,0.0,1000,2048,gumbel,1234,304,0.7500000000000002
simulation 3,0.9710741445991743,0.975609756097561,0.9251532579719582,0.991869918699187,1.0,1.0,1.0,0.9951442428611229,0.9958055996580362,0.9879722994015633,0.9985339635747436,0.9950944534398662,0.9957767369168296,0.9876347603772289,0.9985334865046409,0.00026161740200404893,0.00020166594695183448,0.0004985799009773466,0.0,0.0,1.0,0.0,1000,2048,gumbel,1234,446,0.8000000000000003
simulation 3,0.9575308804758844,0.9626016260162602,0.9008130081300812,0.9886363636363636,0.999875,1.0,0.9999374960935059,0.9921061545382724,0.9928670863611382,0.9807439240351735,0.9980294261609978,0.9920009267086743,0.992784314698339,0.9803574018380558,0.9980146608413225,0.0002591983779511793,0.00019987187270089634,0.00048267435058733097,0.0005,0.0,0.9995,0.022360679774997897,1000,2048,gumbel,1234,614,0.8500000000000003
simulation 3,0.9575308804758844,0.9626016260162602,0.9008130081300812,0.9886363636363636,0.999875,1.0,0.9999374960935059,0.9921061545382724,0.9928670863611382,0.9807439240351735,0.9980294261609978,0.9920009267086743,0.992784314698339,0.9803574018380558,0.9980146608413225,0.00025819116103593844,0.0002004097764256585,0.0004758916741593559,0.0005,0.0,0.9995,0.022360679774997897,1000,2048,gumbel,1234,614,0.9000000000000002
simulation 3,0.9575308804758844,0.9626016260162602,0.9008130081300812,0.9886363636363636,0.999875,1.0,0.9999374960935059,0.9921061545382724,0.9928670863611382,0.9807439240351735,0.9980294261609978,0.9920009267086743,0.992784314698339,0.9803574018380558,0.9980146608413225,0.0002658709104998707,0.00019707884803210618,0.0004852214738093607,0.0005,0.0,0.9995,0.022360679774997897,1000,2048,gumbel,1234,614,0.9500000000000003
simulation 3,0.9575308804758844,0.9626016260162602,0.9008130081300812,0.9886363636363636,0.999875,1.0,0.9999374960935059,0.9921061545382724,0.9928670863611382,0.9807439240351735,0.9980294261609978,0.9920009267086743,0.992784314698339,0.9803574018380558,0.9980146608413225,0.00027221172552526694,0.000200953848525387,0.0004981940740435674,0.0005,0.0,0.9995,0.022360679774997897,1000,2048,gumbel,1234,614,1.0000000000000002
simulation 3,0.9575308804758844,0.9626016260162602,0.9008130081300812,0.9886363636363636,0.999875,1.0,0.9999374960935059,0.9921061545382724,0.9928670863611382,0.9807439240351735,0.9980294261609978,0.9920009267086743,0.992784314698339,0.9803574018380558,0.9980146608413225,0.00025477095848327737,0.00019712397352122935,0.0004508663234446429,0.0005,0.0,0.9995,0.022360679774997897,1000,2048,gumbel,1234,614,1.0500000000000003
simulation 3,0.9934205178821034,0.9943227899432279,0.9870235198702352,0.9967558799675588,1.0,0.33333333333333326,0.4999999999999999,0.9387424619867977,0.9388950892857143,0.93719236492674,0.9393791971916972,0.9387404373187574,0.9388936584249085,0.9371868799603175,0.9393784817612942,0.00019700410555196867,0.00015212289790724753,0.00038711210090696096,0.0,1.0,0.0,2.0,1000,4096,gumbel,1234,2,0.1
simulation 3,0.990888325848319,0.9911003236245954,0.9846153846153847,0.994331983805668,1.0,0.33333333333333326,0.4999999999999999,0.9383438010936546,0.9384814512744201,0.9370381896749085,0.9389644860347985,0.9383403996394231,0.9384789472680098,0.937028054410867,0.9389626974587912,0.00019735303655761527,0.00014916700092726387,0.0003767656234231253,0.0,1.0,0.0,2.0,1000,4096,gumbel,1234,3,0.15000000000000002
