model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,kdiff,vocab_size,output_tokens,watermark_type,seed,gap,gap_prop
simulation 3,0.9876318943136085,0.9887005649717514,0.9798224374495561,0.9911218724778047,1.0,0.33333333333333326,0.4999999999999999,0.9377593008933338,0.9378964676816239,0.9364622294480693,0.9383771176739927,0.9377520754635986,0.937890625,0.9364485289558532,0.9383717519459707,0.00020319365102659502,0.0001519979255135695,0.00037637987370544554,0.0,1.0,0.0,2.0,1000,4096,gumbel,1234,5,0.20000000000000004
simulation 3,0.9840854513202294,0.9855421686746988,0.9743994875900721,0.98714859437751,1.0,0.33383333333333326,0.5005622891415719,0.937144014411153,0.9373750381562882,0.9352723703163156,0.937613514957265,0.9371275552789226,0.9373607295482296,0.935242203000992,0.9375992063492063,0.00020018308545513718,0.00015178997364273528,0.00037047467267257154,0.0,1.0,0.0,1.9988746834156461,1000,4096,gumbel,1234,8,0.25000000000000006
simulation 3,0.9757087771859145,0.9760574620909817,0.9668769716088328,0.9800478850758181,1.0,0.3339999999999999,0.5007496251874062,0.9356648499503968,0.9357271634615385,0.9341045673076923,0.9363138163919413,0.9356284621465772,0.9356930612789989,0.9340550833714897,0.9362809065934066,0.00020427474902498944,0.00015077845237101428,0.00039238502504303956,0.0,1.0,0.0,1.9984994370777291,1000,4096,gumbel,1234,12,0.30000000000000004
simulation 3,0.9658874060751478,0.966798418972332,0.957613814756672,0.9707509881422924,1.0,0.33416666666666656,0.5009369144284821,0.9336873432611226,0.9338470123626373,0.9309881524725274,0.9345359718406594,0.9336045387500953,0.9337693881639194,0.9308676024496336,0.9344608516483517,0.00020840006550497492,0.00015537397575826617,0.00040832009863152037,0.0,1.0,0.0,1.9981241202688085,1000,4096,gumbel,1234,18,0.3500000000000001
simulation 3,0.9530883056292396,0.954863813229572,0.9431906614785992,0.9556765163297045,1.0,0.3399999999999999,0.5074626865671641,0.932011520754636,0.9313298897283272,0.9296328888125763,0.9316659035409035,0.9318255470061623,0.9311461433531746,0.9294079455700549,0.9314822764041514,0.00020497229852117015,0.0001527489489490108,0.00039804029966035117,0.0,1.0,0.0,1.9849433241279208,1000,4096,gumbel,1234,28,0.40000000000000013
simulation 3,0.9341243270517003,0.9329779131759329,0.9154607768469155,0.9599056603773585,1.0,0.43866666666666665,0.6098239110287302,0.9406808370177998,0.9270165598290598,0.9243634100274725,0.9755628052503053,0.9403381223648314,0.9265908787393162,0.9239231639671092,0.9754441600608592,0.00022682580249420425,0.00015024687672848813,0.0004741614478007248,0.0,0.977,0.023,1.760113632695344,1000,4096,gumbel,1234,42,0.4500000000000001
simulation 3,0.9501093486019894,0.9435421500386698,0.8960943257184967,0.9918633034987795,1.0,0.7593333333333333,0.8632057597574839,0.9758922107514881,0.9730422247023809,0.9193526308760683,0.9990283441601802,0.9756408645499466,0.9727884853861416,0.9183726104624542,0.9990267851180937,0.0003275676900138933,0.00016303782604154549,0.0006737299002452345,0.0,0.602,0.398,0.9808159868191383,1000,4096,gumbel,1234,64,0.5000000000000001
simulation 3,0.9370604831824157,0.920814479638009,0.8580463808854533,0.9918633034987795,1.0,0.768,0.8687782805429864,0.974578374804449,0.9699713589362027,0.9094660981379732,0.9990159284617293,0.9740556413475847,0.9694148733211233,0.907227277930403,0.9990143783625229,0.00031590752452211745,0.00016374792412534588,0.0006535041743518377,0.0,0.587,0.413,0.9560334722173696,1000,4096,gumbel,1234,97,0.5500000000000002
simulation 3,0.9773302824134208,0.9788445890968267,0.9563784475833446,0.9910569105691057,1.0,1.0,1.0,0.9967569169003739,0.996991197821276,0.9929231860262134,0.9989396218473366,0.9967368150946275,0.9969836858020451,0.9928470195169414,0.9989355856274801,0.0003852632570451533,0.00030249687551986426,0.0007018138497187463,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,147,0.6000000000000002
simulation 3,0.9780835534506408,0.9805825242718447,0.951993490642799,0.9918633034987795,1.0,1.0,1.0,0.9968752114096839,0.9972956134577229,0.991575672862294,0.9988522230807387,0.9968530587630686,0.997285895528083,0.9914847923344017,0.9988510217538539,0.00039697461256946555,0.00030894862375134834,0.0007441572982315846,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,223,0.6500000000000001
simulation 3,0.9841977288540252,0.9861676159479251,0.9593091758725468,0.9943136815966324,1.0,1.0,1.0,0.9977238506014384,0.9980444902319903,0.9937489715687958,0.9992862389346764,0.9977112280839819,0.9980380513583639,0.9936811010712379,0.999285645723634,0.0003679115419745358,0.0003006218757946044,0.0006526816498990228,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,338,0.7000000000000002
simulation 3,0.9816888711950376,0.9830234438156831,0.9609347414684152,0.9927007299270073,1.0,1.0,1.0,0.9970736722804106,0.9972788008432539,0.9936363717662546,0.9989643280439179,0.9970592291118171,0.9972715273008241,0.9935548812624009,0.9989629180498321,0.00036798068801363116,0.00030258092247095194,0.0006487954990916473,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,512,0.7500000000000002
simulation 3,0.9798734792482906,0.9812855980471928,0.9576891781936534,0.9918831168831169,1.0,1.0,1.0,0.9966693631238553,0.9968921703296704,0.9930570728642018,0.9986608365050748,0.99665234822144,0.9968812003968255,0.9929827634930174,0.998658696175786,0.0003410205879990826,0.00029233197437861236,0.0004724323024674956,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,776,0.8000000000000003
simulation 3,0.9782880903711433,0.9796582587469488,0.9576891781936534,0.9910496338486574,1.0,1.0,1.0,0.9956249029399421,0.9959621108058608,0.9913355774000305,0.9983924278846154,0.995605984754178,0.9959519755418194,0.9911735175089668,0.9983901653359661,0.0003704031954239326,0.0002998729237333464,0.0007003427254858234,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,1176,0.8500000000000003
simulation 3,0.9828007493577356,0.985353946297803,0.9617575264442636,0.9935066251672091,1.0,1.0,1.0,0.9965802622290902,0.9970558846535409,0.9921145737942614,0.9987582602401938,0.9965666387052617,0.9970497438759157,0.992071296216804,0.9987564716641865,0.0003868159035428107,0.00030578887526644394,0.0007308440772249011,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,1229,0.9000000000000002
simulation 3,0.9828007493577356,0.985353946297803,0.9617575264442636,0.9935066251672091,1.0,1.0,1.0,0.9965802622290902,0.9970558846535409,0.9921145737942614,0.9987582602401938,0.9965666387052617,0.9970497438759157,0.992071296216804,0.9987564716641865,0.00031734358351423,0.0002864527983547305,0.000390781249552674,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,1229,0.9500000000000003
simulation 3,0.9828007493577356,0.985353946297803,0.9617575264442636,0.9935066251672091,1.0,1.0,1.0,0.9965802622290902,0.9970558846535409,0.9921145737942614,0.9987582602401938,0.9965666387052617,0.9970497438759157,0.992071296216804,0.9987564716641865,0.0003822094605075108,0.0003031670020391175,0.0006845840494861477,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,1229,1.0000000000000002
simulation 3,0.9828007493577356,0.985353946297803,0.9617575264442636,0.9935066251672091,1.0,1.0,1.0,0.9965802622290902,0.9970558846535409,0.9921145737942614,0.9987582602401938,0.9965666387052617,0.9970497438759157,0.992071296216804,0.9987564716641865,0.00039572330049486484,0.0003151218769744446,0.0007301007002752157,0.0,0.0,1.0,0.0,1000,4096,gumbel,1234,1229,1.0500000000000003
simulation 3,0.9964015881417572,0.9967492889069484,0.9934985778138968,0.9979683055668428,1.0,0.33333333333333326,0.4999999999999999,0.9393871258100068,0.9394485944939568,0.9389397471309975,0.9396073112352734,0.939386626738999,0.9394482666283879,0.9389381376091137,0.9396071025935477,0.0002539341199790215,0.00021016289938415866,0.00037181385077929,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,2,0.1
simulation 3,0.9937155110628939,0.9939148073022313,0.9906693711967546,0.9955375253549695,1.0,0.33333333333333326,0.4999999999999999,0.9389716927276079,0.9390111026011781,0.9384676505177176,0.9392537529281376,0.9389703318917582,0.9390099997806282,0.9384646699216366,0.9392528289433525,0.0003028061985405657,0.00023354095301328926,0.0006325083244519192,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,4,0.15000000000000002
simulation 3,0.9919972863550434,0.9927095990279465,0.9882543539894694,0.9943296881328473,1.0,0.33333333333333326,0.4999999999999999,0.9386478467309537,0.9387799573750916,0.937965777749588,0.9390211472099713,0.9386450817362902,0.9387775430922659,0.9379611280197016,0.939019150210597,0.0002391850899603014,0.00020399999993969686,0.00032088957359519547,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,6,0.20000000000000004
simulation 3,0.9881117298075435,0.9886960032297134,0.9834477190149374,0.9911182882519176,1.0,0.33333333333333326,0.4999999999999999,0.9379605170869227,0.9380134970928458,0.9372244096154507,0.9384340890058448,0.937953653623618,0.9380073570649188,0.9372131548846486,0.93842839606733,0.000219469633018889,0.00019541700021363795,0.0002733948006607533,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,10,0.25000000000000006
simulation 3,0.9844511658865741,0.985524728588661,0.9786891837555287,0.9871330920788098,1.0,0.33333333333333326,0.4999999999999999,0.9372734900777149,0.9374007759564613,0.9363900856313332,0.9376988653705286,0.9372592864941801,0.9373874824979398,0.9363729173979063,0.937685899777576,0.000279530966470702,0.000227117701433599,0.0005438642508124756,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,15,0.30000000000000004
simulation 3,0.9779997447529122,0.9792249300838993,0.9704354774270875,0.9812225329604475,1.0,0.33333333333333326,0.4999999999999999,0.9360822261213718,0.936224990414403,0.9349971264073182,0.9365784891096173,0.9360498337930206,0.936193813379395,0.9349589859547159,0.9365476399401782,0.00023524762692431978,0.00019974582528448082,0.00032471739850734586,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,23,0.3500000000000001
simulation 3,0.9648839559600638,0.9660213354405374,0.9541683129197945,0.9699723429474516,1.0,0.33333333333333326,0.4999999999999999,0.9336909498164191,0.9338613032072167,0.9321895583996536,0.934446438926871,0.9336067214498239,0.9337769076291814,0.9320834201183559,0.9343659330267214,0.00021321593748871236,0.0001919149771310913,0.00026902082508968296,0.0,1.0,0.0,2.0,1000,8192,gumbel,1234,37,0.40000000000000013
simulation 3,0.9508728500680991,0.9525845316750875,0.9370384764865916,0.9545277885736494,1.0,0.33383333333333326,0.5005622891415719,0.9308885764810225,0.9310363985624466,0.9288629978251186,0.9313150544900654,0.9306864834379005,0.9308371457144274,0.9286333756836295,0.9311162189254976,0.0003073159505329386,0.00022716395133102197,0.0006334239524221628,0.0,1.0,0.0,1.9988746834156461,1000,8192,gumbel,1234,58,0.4500000000000001
simulation 3,0.9288442605113446,0.9287608942781357,0.9238347859037515,0.939962715855573,1.0,0.34399999999999986,0.5119047619047618,0.9275595989262223,0.92612944323419,0.925395441643267,0.97371226848518,0.9270770108382819,0.925638330417913,0.9249003646342022,0.9735343336054816,0.00023502536598971345,0.00019982675084975198,0.0003412698009015002,0.0,1.0,0.0,1.975854245636555,1000,8192,gumbel,1234,91,0.5000000000000001
simulation 3,0.9894906680684571,0.9906427990235964,0.9759770493497101,0.9971521851778443,1.0,0.9998333333333334,0.9999166597216435,0.998916685692805,0.99907050111212,0.9972150539714416,0.9996950507440522,0.9989103213750229,0.9990661494418417,0.9971910348379224,0.9996948175124089,0.0004338543439789646,0.0003966659474826884,0.000505491349758813,0.0,0.0005,0.9995,0.022360679774997897,1000,8192,gumbel,1234,142,0.5500000000000002
simulation 3,0.9879548663909208,0.9886039886039886,0.9751729751729752,0.9967453213995118,1.0,1.0,1.0,0.998612103944354,0.9987877021559486,0.9968307388933452,0.9996911916172762,0.9986051293346213,0.9987798929942162,0.9968178098126946,0.9996905604760561,0.0006076165044778463,0.0004902090003270132,0.0011885958270795522,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,223,0.6000000000000002
simulation 3,0.9847565209036948,0.9857549857549858,0.9702889702889703,0.9947111472742066,1.0,1.0,1.0,0.9977122048345507,0.9978193362951715,0.9952486466901553,0.9992604492843231,0.9977026876869431,0.9978108266933601,0.995172815854959,0.9992599776049933,0.0004890560254989395,0.0004387847726320615,0.0005982465501801924,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,350,0.6500000000000001
simulation 3,0.9906187086937337,0.9914564686737185,0.9808709808709809,0.9967453213995118,1.0,1.0,1.0,0.9987694311615836,0.9988724255995529,0.9974307321393145,0.9995161911344196,0.998765215779061,0.9988702199584529,0.9974029157263881,0.9995160406143175,0.00045024162351546695,0.000406123975153605,0.0005520250012523318,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,549,0.7000000000000002
simulation 3,0.9875716833994171,0.9882161722876879,0.9755730672835936,0.9951179820992677,1.0,1.0,1.0,0.9982187109392884,0.9983097188654086,0.9966855495873425,0.999232208881604,0.9982120326455152,0.9983050840385026,0.9966627964620087,0.9992311284155246,0.0005383597151012509,0.00046440242531389233,0.0008597062508670201,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,861,0.7500000000000002
simulation 3,0.9874362707799316,0.9881969881969882,0.9747659747659748,0.9963384865744508,1.0,1.0,1.0,0.9979588860898442,0.9980641028453485,0.9959060983770773,0.9994036453166967,0.9979518123305829,0.9980581863621276,0.9958811515330279,0.999403436674971,0.0004695519534270716,0.00041641594862085185,0.0005651079243762068,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,1351,0.8000000000000003
simulation 3,0.988751149758667,0.9898353319645437,0.9763939763939764,0.9959333475502302,1.0,1.0,1.0,0.9979712824187513,0.9981582002636278,0.9957345941334239,0.9992885026546381,0.9979653105411523,0.9981555326301352,0.9957098507150569,0.9992881747890692,0.0004435843719729746,0.000404787822481012,0.0005136680506439006,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,2120,0.8500000000000003
simulation 3,0.9870618435504084,0.9881969881969882,0.9751729751729752,0.9951179820992677,1.0,1.0,1.0,0.9975526066862639,0.9977459391166753,0.9951858477661744,0.9991229625837429,0.9975456118531869,0.997742362401378,0.9951616684256158,0.9991220773467068,0.0005028300920457696,0.0004408739741847967,0.000665932299034466,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,2458,0.9000000000000002
simulation 3,0.9870618435504084,0.9881969881969882,0.9751729751729752,0.9951179820992677,1.0,1.0,1.0,0.9975526066862639,0.9977459391166753,0.9951858477661744,0.9991229625837429,0.9975456118531869,0.997742362401378,0.9951616684256158,0.9991220773467068,0.0004484971990732447,0.0004055839750435553,0.0005401694018473786,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,2458,0.9500000000000003
simulation 3,0.9870618435504084,0.9881969881969882,0.9751729751729752,0.9951179820992677,1.0,1.0,1.0,0.9975526066862639,0.9977459391166753,0.9951858477661744,0.9991229625837429,0.9975456118531869,0.997742362401378,0.9951616684256158,0.9991220773467068,0.00040567983349865247,0.000384163950002403,0.0004295503748835471,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,2458,1.0000000000000002
simulation 3,0.9870618435504084,0.9881969881969882,0.9751729751729752,0.9951179820992677,1.0,1.0,1.0,0.9975526066862639,0.9977459391166753,0.9951858477661744,0.9991229625837429,0.9975456118531869,0.997742362401378,0.9951616684256158,0.9991220773467068,0.0005076691075100825,0.00044558092349689105,0.0006756816504093876,0.0,0.0,1.0,0.0,1000,8192,gumbel,1234,2458,1.0500000000000003
