model_name,iou,iou_median,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_median,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_median,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,vocab_size,output_tokens,watermark_type,seed,delta
simulation 2,0.9932638376293229,0.9957383645111471,0.976450631044903,1.0,1.0,1.0,1.0,0.9962192146662798,0.9976105943911822,0.9868245760755069,1.0,0.9962059378053247,0.9976091631808743,0.9867429970879641,1.0,0.00013027169999531906,9.981874970890203e-05,0.000293664599951171,0.0,0.0,1.0,1000,2048,partial,1234,3.5
simulation 2,0.24127680473617327,0.2654057352043929,0.0,0.5988407565588773,0.49699999999999994,0.81,0.6160214231063504,0.6890074524000305,0.7506391178266179,0.3398681938721001,0.8870663508041438,0.5925651792868589,0.6572214948679792,0.1798096001221001,0.8229487298725581,0.0001973341699977027,4.9985750115411066e-05,0.0003898498250123338,0.56,0.19,0.25,1000,4096,partial,1234,1.5
simulation 2,0.8586131469823155,0.886627718929409,0.6343272319286565,0.9857219195837069,0.2763333333333334,1.0,0.4330112300861845,0.8610475391578906,0.862245127918956,0.8144902051615919,0.905679190872062,0.8564136475503663,0.8595052679525337,0.7980017969226954,0.9055040505284646,0.00037753668997538627,0.00022041719972776264,0.0005334946000743912,1.0,0.0,0.0,1000,4096,partial,1234,2.0
simulation 2,0.9866925007096472,0.9921188173687028,0.9251982916412447,0.9993900671884999,0.7433333333333333,1.0,0.8527724665391969,0.960403067527091,0.9740950997786936,0.8868168325272817,0.9994958749475351,0.960328607915522,0.9736902854090355,0.8868011318108975,0.9994958749475351,0.00020545039000808174,0.00014015312493711462,0.00035878870014585104,0.48,0.0,0.52,1000,4096,partial,1234,2.5
simulation 2,0.994655552934474,0.99633923123856,0.9835015029985565,1.0,0.995,1.0,0.9974937343358395,0.9962772340506716,0.9979519612332113,0.987542243184333,1.0,0.9962690817212301,0.997950172657204,0.9874631434104091,1.0,0.00015873417999500816,0.0001373636999005612,0.00022650625014648527,0.01,0.0,0.99,1000,4096,partial,1234,3.0
simulation 2,0.996658276398366,0.9975609756097561,0.9877669310555217,1.0,1.0,1.0,1.0,0.9981294523618742,0.9986340048840049,0.9931914396367522,1.0,0.998126469017094,0.9986336471688034,0.9931686084640187,1.0,0.0001608016500267695,0.00014442187499525972,0.00020830975025774024,0.0,0.0,1.0,1000,4096,partial,1234,3.5
simulation 2,0.3750573640083735,0.36389990845285325,0.10087276526759438,0.7115349404943545,0.38734523809523813,0.99,0.5568274026119951,0.7875860450399067,0.791982038570344,0.6956328321123222,0.8820349712742072,0.720879578672476,0.7326183707966442,0.5726618222243736,0.8398644874972341,0.000458674999986215,0.00019317705015282628,0.0008058330000153544,0.87,0.01,0.12,1000,8192,partial,1234,1.5
simulation 2,0.9530919960630794,0.9634233633120006,0.8522323781722466,0.9989395788831248,0.25111904761904763,1.0,0.4014310997773422,0.8760389115030026,0.8731985873405261,0.8451789923951879,0.9140410561014947,0.8754674886117384,0.8723418597059653,0.8433399459844456,0.9139911273913918,0.0005916574799903173,0.00031862829987403527,0.0008368640748926735,0.99,0.0,0.01,1000,8192,partial,1234,2.0
simulation 2,0.9957542049740603,0.9968014648285959,0.9862097364509259,1.0,0.91,1.0,0.9528795811518325,0.9859782253745537,0.9977821682620407,0.9169530478025615,0.9998290926207117,0.9859735541843755,0.9977803650014117,0.9169476491979097,0.9998290926207117,0.00023618873998202617,0.00019383592491521994,0.00036256737487292404,0.18,0.0,0.82,1000,8192,partial,1234,2.5
simulation 2,0.9977360156620813,0.9984744469515284,0.9932969664604544,0.9996948917176177,1.0,1.0,1.0,0.9987324723066859,0.999146059222775,0.9962397723826074,0.9998290926207117,0.9987312508584116,0.9991458356780689,0.9962328402612719,0.9998290926207117,0.00021302330001162772,0.00018837342510096277,0.000294715625182107,0.0,0.0,1.0,1000,8192,partial,1234,3.0
simulation 2,0.9982389113294112,0.9987793713762587,0.994349472142613,1.0,1.0,1.0,1.0,0.9990134441574596,0.9993166089305335,0.9968330995254414,1.0,0.999012814655567,0.9993164300947687,0.9968305526060902,1.0,0.0002142263000132516,0.00019044965014245463,0.0002974263750729732,0.0,0.0,1.0,1000,8192,partial,1234,3.5
