model_name,iou,iou_lower,iou_upper,precision,recall,f1,rand_index,rand_index_lower,rand_index_upper,modified_rand_index,modified_rand_index_lower,modified_rand_index_upper,time,time_lower,time_upper,khat_over,khat_under,khat_exact,method,vocab_size,output_tokens,ar_coeff,data_gen_type
simulation,0.934375,0.934375,0.934375,1.0,0.33333333333333337,0.5,0.9272892892892894,0.9272892892892893,0.9272892892892893,0.9269089089089091,0.926908908908909,0.926908908908909,0.00010231828778923955,7.574897429094563e-05,0.00017533405066387785,0.0,1.0,0.0,WISER,1000,1000,1.0,gumbel
simulation,0.9124130674538752,0.9063444108761329,0.9174311926605505,1.0,0.33333333333333337,0.5,0.9161374506506507,0.9132552552552553,0.9185045045045045,0.91533394994995,0.9123243243243244,0.9178018018018018,0.02353107702961188,0.021952916974964865,0.025305445124740797,0.0,1.0,0.0,Aligator,1000,1000,1.0,gumbel
simulation,0.7739174113867229,0.24578433001107422,0.9314641744548287,0.8234666666666666,0.35553333333333337,0.4966409650362832,0.9374444536536536,0.9196136136136136,0.9721821821821822,0.9325366558558559,0.9137497497497498,0.9602122122122122,0.2320701811533996,0.22423243022474254,0.2434169066504637,0.0,0.9958,0.0042,SeedBS_NOT,1000,1000,1.0,gumbel
simulation,0.977198697068404,0.9771986970684039,0.9771986970684039,1.0,1.0,1.0,0.9964904904904907,0.9964904904904905,0.9964904904904905,0.9964804804804805,0.9964804804804805,0.9964804804804805,0.006482957823200377,0.0057959107248962026,0.007114526050168024,0.0,0.0,1.0,Waterseeker,1000,1000,1.0,gumbel
simulation,0.879411764705882,0.8794117647058823,0.8794117647058823,1.0,0.33333333333333337,0.5,0.9147367367367367,0.9147367367367367,0.9147367367367367,0.9131751751751752,0.9131751751751752,0.9131751751751752,0.00010074495378812572,7.012290009242861e-05,0.00017726249998304392,0.0,1.0,0.0,WISER,1000,1000,1.0,gumbel
simulation,0.8789935837467289,0.8522727272727273,0.9174311926605505,0.8201799999999999,0.7840666666666666,0.8017168581722677,0.9595520572572572,0.8990970970970971,0.9893953953953954,0.9584906674674676,0.8964424424424424,0.9891651651651652,0.02331805290720349,0.02167844585021612,0.025309091674625958,0.5418,0.3444,0.1138,Aligator,1000,1000,1.0,gumbel
simulation,0.5834252726847502,0.27666666666666667,0.9221183800623053,0.7753833333333333,0.5281333333333333,0.6283092420929708,0.9669815399399398,0.9126586586586587,0.9937317317317317,0.9560504160160159,0.911011011011011,0.9909009009009009,0.23295915846379758,0.22484595209919006,0.24478059407426825,0.0008,0.7732,0.226,SeedBS_NOT,1000,1000,1.0,gumbel
simulation,0.9523809523809523,0.9523809523809523,0.9523809523809523,1.0,1.0,1.0,0.9933593593593593,0.9933593593593594,0.9933593593593594,0.9932992992992993,0.9932992992992993,0.9932992992992993,0.006957638031794886,0.006450362175451118,0.007683545175018481,0.0,0.0,1.0,Waterseeker,1000,1000,1.0,gumbel
simulation,0.8305555555555555,0.8305555555555556,0.8305555555555556,1.0,0.33333333333333337,0.5,0.9017837837837839,0.9017837837837838,0.9017837837837838,0.8982402402402404,0.8982402402402402,0.8982402402402402,0.00010173566500525339,6.791497526137391e-05,0.0001826701749905623,0.0,1.0,0.0,WISER,1000,1000,1.0,gumbel
simulation,0.9373527620904067,0.9146341463414634,0.9523809523809523,0.99845,1.0,0.9992243989091545,0.9914213201201201,0.9877117117117117,0.9932572572572572,0.9913021145145146,0.9874774774774775,0.9931951951951952,0.023059577517801334,0.021435278850208305,0.024869737500057453,0.0062,0.0,0.9938,Aligator,1000,1000,1.0,gumbel
simulation,0.6191659222859621,0.2909090909090909,0.9801980198019802,0.8423333333333334,0.694,0.7610058581037101,0.9795575527527528,0.9439480480480481,0.9972992992992993,0.9696839951951952,0.9211551551551551,0.9972992992992993,0.23332635938980348,0.22528987219982355,0.24524120312537434,0.0034,0.4746,0.522,SeedBS_NOT,1000,1000,1.0,gumbel
simulation,0.9433962264150944,0.9433962264150944,0.9433962264150944,1.0,1.0,1.0,0.9925245245245246,0.9925245245245246,0.9925245245245246,0.9924324324324323,0.9924324324324325,0.9924324324324325,0.00714455327919768,0.006440731250336285,0.007859753124625968,0.0,0.0,1.0,Waterseeker,1000,1000,1.0,gumbel
simulation,0.8764705882352942,0.8764705882352941,0.8764705882352941,1.0,0.6666666666666667,0.8,0.9631471471471472,0.9631471471471471,0.9631471471471471,0.9615855855855856,0.9615855855855856,0.9615855855855856,0.00014064692500178352,0.00011187397467438132,0.00022552812492904154,0.0,1.0,0.0,WISER,1000,1000,1.0,gumbel
simulation,0.9213560566049109,0.8982035928143712,0.9345794392523364,0.99995,1.0,0.9999749993749844,0.9886939675675676,0.9848888888888889,0.991013013013013,0.9884617469469469,0.9844884884884886,0.9908728728728728,0.023460837442796947,0.021468374350070006,0.025551981900048305,0.0002,0.0,0.9998,Aligator,1000,1000,1.0,gumbel
simulation,0.6277179808224829,0.2911764705882353,0.9801980198019802,0.8515833333333332,0.7516666666666666,0.7985115303983228,0.9810432516516515,0.9371071071071071,0.9972632632632633,0.9710190994994995,0.9163143143143143,0.9972612612612614,0.2336280498605991,0.22567479342533261,0.24479777019985247,0.0388,0.347,0.6142,SeedBS_NOT,1000,1000,1.0,gumbel
simulation,0.9433962264150944,0.9433962264150944,0.9433962264150944,1.0,1.0,1.0,0.9923643643643644,0.9923643643643644,0.9923643643643644,0.9922722722722723,0.9922722722722723,0.9922722722722723,0.0070972825853918035,0.006430161799971757,0.0077725562492105375,0.0,0.0,1.0,Waterseeker,1000,1000,1.0,gumbel
